,OPX_001,OPX_002,OPX_019,OPX_032,OPX_033,OPX_034,OPX_038,OPX_043,OPX_066,OPX_069,OPX_078,OPX_080,OPX_083,OPX_100,OPX_105,OPX_118,OPX_125,OPX_129,OPX_135,OPX_137,OPX_140,OPX_147,OPX_153,OPX_156,OPX_167,OPX_172,OPX_176,OPX_178,OPX_191,OPX_195,OPX_198,OPX_200,OPX_206,OPX_207,OPX_216,OPX_221,OPX_223,OPX_227,OPX_239,OPX_240,OPX_242,OPX_247,OPX_249,OPX_254,OPX_263,OPX_267,OPX_268,OPX_271,OPX_272,OPX_278,OPX_281,OPX_288,OPX_293,OPX_296,OPX_302,OPX_306,OPX_311,OPX_326,OPX_328_1,OPX_328_2,OPX_331,OPX_335,OPX_336,OPX_347,OPX_348,OPX_355,OPX_357
OPX_263,0.31076205,0.72047603,0.49477163,0.4820159,0.42055723,0.78058857,0.81234616,0.4568556,0.5018186,0.39774245,0.3010975,0.69970405,0.42077354,0.86297846,0.41938472,0.83622503,0.53017026,0.84668577,0.36070526,0.6226915,0.486635,0.840814,0.5096025,0.46157438,0.43123376,0.48263377,0.32436743,0.4082685,0.7304271,0.75337434,0.8386643,0.58726615,0.35303223,0.57530344,0.8308935,0.5510571,0.56129897,0.48841524,0.8093635,0.45163906,0.7370688,0.5190296,0.4236095,0.7369543,1.0000618,0.29809108,0.7775892,0.47244263,0.36768952,0.82148695,0.6988362,0.54677004,0.8111256,0.42393947,0.4598263,0.5082387,0.8392035,0.5295742,0.76102394,0.79987955,0.3817125,0.59984326,0.47711086,0.59813553,0.39184305,0.36451188,0.78579456
OPX_267,0.2005586,0.23373814,0.21617718,0.2401976,0.2887345,0.13833994,0.2550815,0.26482493,0.16130388,0.20658696,0.25202617,0.2823404,0.23862034,0.25499585,0.2883852,0.20239565,0.3089218,0.2129285,0.25775725,0.19621114,0.30508265,0.23242366,0.21598576,0.2787922,0.24504906,0.35036767,0.2114222,0.20075755,0.3322872,0.22450745,0.28215724,0.39738542,0.25877696,0.3190271,0.21102305,0.3143845,0.22938739,0.26736516,0.18794298,0.19265631,0.2051656,0.15674213,0.17830391,0.2733627,0.29809108,1.0001587,0.21810314,0.267308,0.21766877,0.22922257,0.22459808,0.23101348,0.23704647,0.23211421,0.24202146,0.25412893,0.24503395,0.22278714,0.24088764,0.23184964,0.24274915,0.32534933,0.30501908,0.32574403,0.27423602,0.19810209,0.19783854
OPX_268,0.23169447,0.713181,0.34015518,0.35068437,0.37786257,0.76402134,0.8161216,0.3451904,0.53585565,0.3276558,0.19693562,0.723908,0.32204688,0.8076215,0.32658952,0.80242115,0.51447,0.754839,0.35871115,0.56723714,0.5125805,0.79677683,0.30356246,0.5451964,0.34871674,0.48466152,0.24096483,0.37763017,0.72911716,0.86741626,0.77598464,0.49232906,0.24519674,0.38149005,0.8693752,0.5823436,0.3756038,0.39636633,0.72132784,0.3968082,0.7218797,0.55051684,0.3593731,0.73851293,0.7775892,0.21810314,1.0000218,0.35806894,0.26557708,0.78395504,0.7241156,0.36956975,0.7546408,0.35603398,0.34038177,0.43844813,0.7662338,0.34214327,0.7803542,0.8286551,0.31923082,0.46739537,0.39989907,0.56118757,0.37568,0.47605127,0.74239594
OPX_271,0.33915538,0.45511574,0.30308044,0.37670684,0.62717235,0.29319754,0.4170552,0.42289448,0.36294687,0.34515357,0.4862401,0.5835372,0.518198,0.4417876,0.39810187,0.38451827,0.5530549,0.431023,0.5267832,0.3782411,0.5648488,0.36057752,0.31521025,0.61719203,0.50076556,0.47360957,0.45710284,0.4036088,0.57258403,0.36526453,0.55644584,0.5904103,0.46636093,0.5064596,0.40346134,0.62554115,0.34082893,0.44009727,0.3100914,0.46366382,0.36122286,0.32849663,0.37429884,0.4921968,0.47244263,0.267308,0.35806894,1.0000694,0.28817898,0.35192776,0.4217363,0.3702797,0.31903544,0.7221035,0.3083034,0.58867854,0.5021694,0.36186722,0.3834554,0.383433,0.52550113,0.5920135,0.5653974,0.5339346,0.6202842,0.46043187,0.3084035
OPX_272,0.19663611,0.32281274,0.6713489,0.39796174,0.28303105,0.22366814,0.3570792,0.5641662,0.35196006,0.65515053,0.2284971,0.33458483,0.31235617,0.4304949,0.2858489,0.34668988,0.38501287,0.3636623,0.21457623,0.5119183,0.33382767,0.28990072,0.52365375,0.29207134,0.4180892,0.33017036,0.24217376,0.3434437,0.32727224,0.32795715,0.3718552,0.3379038,0.308853,0.513489,0.31222856,0.3599695,0.55632925,0.50410545,0.28657502,0.35888547,0.33386022,0.311859,0.31811327,0.39270052,0.36768952,0.21766877,0.26557708,0.28817898,1.00199,0.2898293,0.35511044,0.5362308,0.35517964,0.3184261,0.7622931,0.40128615,0.34989393,0.5799245,0.32845807,0.32312447,0.38388222,0.4411987,0.33281165,0.37641937,0.23895541,0.27591878,0.2874211
OPX_278,0.25525585,0.66474354,0.3754839,0.58215994,0.40317485,0.74340993,0.76038843,0.39845386,0.4533777,0.30480894,0.22960979,0.6957606,0.35274717,0.8053185,0.35057014,0.81153756,0.5042692,0.7805907,0.27407342,0.5319395,0.44713414,0.81930685,0.37365434,0.37993965,0.37567353,0.44008607,0.26091173,0.35965455,0.6335972,0.76893896,0.76620245,0.47449943,0.26608607,0.40370435,0.79566056,0.5149563,0.45305523,0.40556213,0.84892356,0.57961255,0.67924,0.49429563,0.42625853,0.73515093,0.82148695,0.22922257,0.78395504,0.35192776,0.2898293,1.0000738,0.75911987,0.40773696,0.7465788,0.3155515,0.39500788,0.44397074,0.7751526,0.3955294,0.68470347,0.732884,0.28121725,0.49068218,0.40122217,0.53175694,0.32987565,0.440961,0.83880544
OPX_281,0.21714039,0.67515737,0.37954074,0.47329134,0.4238959,0.53437495,0.7472141,0.39935577,0.5759096,0.38180488,0.2578044,0.6844134,0.34213135,0.7771675,0.33718026,0.68928397,0.5691279,0.6399753,0.31281894,0.6255331,0.61324334,0.73724174,0.303184,0.46416575,0.3586603,0.51997435,0.2690592,0.45203748,0.70771354,0.8207042,0.7161944,0.5425626,0.27541915,0.36431134,0.77077097,0.61330396,0.3569582,0.38311058,0.73125404,0.528442,0.7447439,0.56158024,0.44900313,0.8296993,0.6988362,0.22459808,0.7241156,0.4217363,0.35511044,0.75911987,1.0000329,0.3571752,0.7537047,0.42216432,0.4309223,0.57038826,0.7686477,0.36320338,0.79725754,0.78393906,0.3875764,0.5048068,0.4645972,0.54436123,0.3936697,0.5125299,0.7378497
OPX_288,0.26715082,0.45872486,0.8548201,0.4828332,0.30748326,0.45455375,0.40490168,0.45733306,0.36230385,0.6121162,0.33555052,0.41428107,0.46332556,0.49389085,0.29013053,0.44966912,0.38551018,0.56237066,0.3175928,0.41085374,0.27694052,0.42044497,0.85876197,0.358886,0.35303456,0.3292128,0.31166843,0.29445487,0.44608924,0.38653696,0.4532226,0.36727083,0.334827,0.6408624,0.41794494,0.31009376,0.9212344,0.5476116,0.3479562,0.29367578,0.35038742,0.2546973,0.24901815,0.41358358,0.54677004,0.23101348,0.36956975,0.3702797,0.5362308,0.40773696,0.3571752,1.0050324,0.44631606,0.32735908,0.73721,0.36810815,0.4873526,0.8616076,0.42861527,0.46682373,0.35760948,0.5414431,0.3021567,0.36728218,0.34372893,0.20846143,0.39778158
OPX_293,0.2317125,0.62404954,0.4919716,0.35314035,0.332259,0.73126936,0.8524475,0.37935418,0.60244,0.42044276,0.186322,0.6072221,0.27635118,0.8807191,0.37301162,0.8246687,0.5129113,0.7179483,0.27817273,0.6909199,0.4714288,0.8518535,0.39596704,0.40074986,0.35328823,0.45573938,0.2575882,0.44714004,0.63407344,0.8168116,0.6914555,0.5045508,0.26043457,0.4034055,0.82407975,0.53786325,0.46525535,0.3839261,0.840436,0.34524488,0.8336952,0.5998082,0.43205795,0.73978424,0.8111256,0.23704647,0.7546408,0.31903544,0.35517964,0.7465788,0.7537047,0.44631606,1.0000468,0.32533824,0.4715647,0.44183666,0.71068454,0.43686438,0.80778956,0.8232559,0.37236598,0.52447784,0.4092825,0.56533474,0.31139314,0.37065822,0.8493502
OPX_296,0.30315492,0.47250015,0.25679305,0.2995365,0.5065971,0.2778998,0.42817497,0.38351148,0.45961136,0.38176766,0.4241992,0.63476837,0.38810658,0.43113583,0.36145264,0.38081938,0.6275145,0.37225482,0.44787592,0.47448185,0.58561313,0.3379268,0.23354778,0.58981353,0.40764168,0.49524456,0.3624944,0.53711355,0.50541914,0.37863773,0.5110928,0.49039418,0.44599506,0.42025778,0.4019354,0.651762,0.27989098,0.37969095,0.2947955,0.36723727,0.41664556,0.41708407,0.3933618,0.53156585,0.42393947,0.23211421,0.35603398,0.7221035,0.3184261,0.3155515,0.42216432,0.32735908,0.32533824,1.0000192,0.28368676,0.6749566,0.46022823,0.32888967,0.48981437,0.4793831,0.5432205,0.5809959,0.57048225,0.56125844,0.59963137,0.41415486,0.29846546
OPX_302,0.20611931,0.37712577,0.38302362,0.4624373,0.3031764,0.31174147,0.42146754,0.4921357,0.4043156,0.73460436,0.23957482,0.38297093,0.36843032,0.5246805,0.30520916,0.40775365,0.46268043,0.47254983,0.24937439,0.49480164,0.3680212,0.3626547,0.7072216,0.32316846,0.36206186,0.40225255,0.25830323,0.40526235,0.3908261,0.3994093,0.42928705,0.36103567,0.3563699,0.60009503,0.41001207,0.38652256,0.74010533,0.60409904,0.37500143,0.39014143,0.3833822,0.34981853,0.3919684,0.4534794,0.4598263,0.24202146,0.34038177,0.3083034,0.7622931,0.39500788,0.4309223,0.73721,0.4715647,0.28368676,1.0051731,0.43195075,0.4284007,0.7477243,0.4191454,0.4210249,0.3849945,0.5060988,0.38902384,0.40375635,0.2702126,0.30136666,0.39679635
OPX_306,0.3114242,0.5094917,0.3305809,0.34856582,0.5140383,0.29839465,0.5578319,0.46810395,0.5643861,0.43608335,0.35048872,0.6866926,0.46002474,0.5544427,0.4313329,0.46270144,0.6718749,0.45024467,0.41841117,0.5838986,0.6445458,0.43637407,0.29697302,0.6313117,0.48067033,0.5132893,0.36066917,0.59338063,0.5543114,0.4989954,0.62072295,0.5025389,0.5436588,0.49290007,0.50418586,0.6803174,0.34629166,0.484733,0.42589876,0.47935605,0.47860956,0.48473376,0.44876355,0.6594335,0.5082387,0.25412893,0.43844813,0.58867854,0.40128615,0.44397074,0.57038826,0.36810815,0.44183666,0.6749566,0.43195075,1.0000347,0.5584761,0.36935854,0.5711733,0.5440177,0.6052889,0.60706735,0.5520058,0.6024997,0.5489895,0.51213104,0.42136523
OPX_311,0.3082501,0.8118791,0.41479802,0.5366339,0.46439618,0.6862496,0.77444136,0.48912805,0.59865797,0.39363557,0.35059312,0.78779435,0.5091814,0.7844242,0.373334,0.7873442,0.59031636,0.8311974,0.3991164,0.66602135,0.5937239,0.76479733,0.42357498,0.513484,0.44011393,0.57151705,0.3437047,0.45294082,0.74908566,0.80708086,0.8122245,0.5562517,0.37925404,0.51694864,0.8416152,0.59117234,0.48995215,0.5171107,0.72581524,0.5299096,0.74023485,0.571782,0.44775537,0.7641757,0.8392035,0.24503395,0.7662338,0.5021694,0.34989393,0.7751526,0.7686477,0.4873526,0.71068454,0.46022823,0.4284007,0.5584761,1.0000732,0.48053697,0.764555,0.8015039,0.3973959,0.61962295,0.5043373,0.5845363,0.512533,0.4486296,0.7497922
OPX_326,0.25215417,0.44257098,0.85986817,0.42772895,0.325008,0.44738883,0.39719105,0.48174727,0.37781364,0.6382684,0.2729218,0.4113354,0.4423791,0.48717874,0.28930026,0.45873618,0.39774847,0.59043974,0.31608152,0.45940024,0.31546232,0.40067682,0.8751787,0.33161113,0.37188354,0.36065322,0.28901625,0.29579914,0.40112245,0.38657942,0.46283185,0.33391643,0.3663882,0.6738761,0.4371216,0.33189556,0.8638365,0.56584144,0.3977264,0.3212299,0.3709493,0.29419473,0.2868666,0.40156624,0.5295742,0.22278714,0.34214327,0.36186722,0.5799245,0.3955294,0.36320338,0.8616076,0.43686438,0.32888967,0.7477243,0.36935854,0.48053697,1.0048478,0.42135018,0.46405455,0.36598247,0.51697946,0.28458747,0.3589633,0.32121107,0.19988018,0.3802697
OPX_328_1,0.26489764,0.7572923,0.40205252,0.3177338,0.3554729,0.6705862,0.78143835,0.36812958,0.6798657,0.45301017,0.26137978,0.70598567,0.29327214,0.81192815,0.36562142,0.72977525,0.6120807,0.655617,0.33278435,0.7248338,0.5562564,0.79585767,0.33575326,0.4678345,0.32471818,0.5674057,0.27734506,0.5407189,0.65900457,0.8629572,0.7234687,0.50442016,0.32531658,0.39163485,0.83745396,0.59966254,0.3955862,0.38863045,0.72908217,0.3080694,0.84170175,0.6797154,0.45588145,0.7707854,0.76102394,0.24088764,0.7803542,0.3834554,0.32845807,0.68470347,0.79725754,0.42861527,0.80778956,0.48981437,0.4191454,0.5711733,0.764555,0.42135018,1.0000386,0.95418406,0.39812744,0.56564295,0.49190718,0.59555244,0.42850456,0.37064794,0.7548036
OPX_328_2,0.29144633,0.780626,0.41617438,0.3386324,0.38371015,0.757658,0.8127611,0.39815316,0.6866588,0.4219754,0.27141207,0.74177,0.33231175,0.83223575,0.37720206,0.79297936,0.6094279,0.73271066,0.3565817,0.7337425,0.5503684,0.8253939,0.3876485,0.49200028,0.353128,0.58346,0.27754593,0.51737654,0.6736061,0.8725823,0.7561032,0.49481243,0.33123577,0.42643484,0.86816776,0.58564746,0.440045,0.43036112,0.7574564,0.3481175,0.8360578,0.6759621,0.45298082,0.76224816,0.79987955,0.23184964,0.8286551,0.383433,0.32312447,0.732884,0.78393906,0.46682373,0.8232559,0.4793831,0.4210249,0.5440177,0.8015039,0.46405455,0.95418406,1.0000373,0.40238923,0.5793078,0.47082722,0.61670387,0.44314906,0.38755408,0.79144305
OPX_331,0.28133854,0.32779127,0.34085956,0.32762134,0.5449896,0.28124398,0.3932711,0.41193122,0.47026184,0.42836708,0.35142297,0.5070833,0.50348103,0.43785816,0.3917873,0.35464546,0.5458936,0.37794262,0.38113022,0.41292477,0.53843087,0.28059405,0.29744408,0.58494616,0.54003495,0.3916763,0.38324934,0.43073666,0.47679177,0.34422556,0.43113825,0.4619466,0.58531886,0.5468344,0.32756254,0.5276141,0.33368915,0.5194422,0.29447344,0.41433632,0.32240146,0.28580508,0.34818006,0.5408911,0.3817125,0.24274915,0.31923082,0.52550113,0.38388222,0.28121725,0.3875764,0.35760948,0.37236598,0.5432205,0.3849945,0.6052889,0.3973959,0.36598247,0.39812744,0.40238923,1.0002233,0.64655024,0.41483188,0.5274086,0.4511448,0.45723504,0.27597362
OPX_335,0.36348727,0.5461937,0.48204988,0.5615347,0.4947219,0.45628303,0.5413618,0.50549793,0.5425917,0.52071035,0.5289844,0.5976813,0.53073025,0.6203835,0.44518468,0.5273105,0.6369477,0.5703463,0.42366195,0.55415493,0.57766557,0.46817923,0.4540533,0.5214335,0.54299235,0.52091956,0.46378872,0.55050015,0.6015825,0.49072653,0.5890867,0.59648335,0.6615164,0.62919116,0.5273349,0.5427756,0.5071696,0.5955856,0.4429599,0.5919279,0.4906234,0.41916093,0.51677334,0.60679305,0.59984326,0.32534933,0.46739537,0.5920135,0.4411987,0.49068218,0.5048068,0.5414431,0.52447784,0.5809959,0.5060988,0.60706735,0.61962295,0.51697946,0.56564295,0.5793078,0.64655024,1.0008783,0.56673014,0.6323447,0.5220051,0.45145088,0.46152687
OPX_336,0.28391212,0.42236513,0.26997355,0.30005527,0.43729374,0.27090216,0.53793955,0.37564704,0.4670492,0.38593012,0.33720872,0.5815069,0.342898,0.5182297,0.4354549,0.41045457,0.69380873,0.38272977,0.40198058,0.49042955,0.63268393,0.417575,0.21450749,0.52945316,0.2979101,0.6152441,0.31369168,0.6919992,0.5742185,0.438074,0.5952219,0.6433556,0.41989505,0.37308097,0.48882192,0.63204324,0.27175736,0.45734698,0.361315,0.35777366,0.5055436,0.5590936,0.6700917,0.50504416,0.47711086,0.30501908,0.39989907,0.5653974,0.33281165,0.40122217,0.4645972,0.3021567,0.4092825,0.57048225,0.38902384,0.5520058,0.5043373,0.28458747,0.49190718,0.47082722,0.41483188,0.56673014,1.0000124,0.6862962,0.5268574,0.41888016,0.3928082
OPX_347,0.34676412,0.49497557,0.35152054,0.3610304,0.4825455,0.49869874,0.68620104,0.4067397,0.5446607,0.43560806,0.3143408,0.6434297,0.40576422,0.6476635,0.51787335,0.6233916,0.7229361,0.5225637,0.42752627,0.5715374,0.6009117,0.53180754,0.3057347,0.64571416,0.47370055,0.56141037,0.36857408,0.65881306,0.602588,0.56721914,0.6354229,0.65757406,0.44650358,0.48645088,0.58458406,0.6724191,0.36788154,0.51608396,0.5175986,0.4535769,0.55264413,0.5427217,0.6379064,0.6550431,0.59813553,0.32574403,0.56118757,0.5339346,0.37641937,0.53175694,0.54436123,0.36728218,0.56533474,0.56125844,0.40375635,0.6024997,0.5845363,0.3589633,0.59555244,0.61670387,0.5274086,0.6323447,0.6862962,1.0002859,0.5132906,0.5358455,0.5325624
OPX_348,0.29179817,0.49656096,0.2429122,0.28045297,0.5810751,0.27452922,0.46249884,0.42537257,0.48139128,0.30199146,0.37540096,0.6779631,0.37001967,0.40002543,0.34085214,0.38646546,0.5883148,0.4038375,0.72646964,0.43288034,0.6568494,0.35568976,0.25056198,0.565052,0.41558662,0.60368633,0.35094172,0.47759297,0.49723598,0.43982136,0.53454053,0.47585875,0.4483268,0.4274938,0.45366395,0.574485,0.33136082,0.4415911,0.2856239,0.3549642,0.42948213,0.47308403,0.36256874,0.4581841,0.39184305,0.27423602,0.37568,0.6202842,0.23895541,0.32987565,0.3936697,0.34372893,0.31139314,0.59963137,0.2702126,0.5489895,0.512533,0.32121107,0.42850456,0.44314906,0.4511448,0.5220051,0.5268574,0.5132906,1.0000646,0.4201063,0.30686814
OPX_355,0.16717112,0.32344276,0.22664905,0.36704487,0.45420265,0.30978614,0.46698225,0.3369633,0.3928903,0.2800229,0.24790518,0.5040662,0.38865033,0.46004164,0.28005195,0.39691243,0.4702367,0.3598882,0.4274274,0.35100836,0.58373046,0.31692672,0.17749757,0.54536855,0.43360528,0.40753108,0.350556,0.34997714,0.5185398,0.41456893,0.452342,0.50461054,0.3090791,0.3338891,0.37857106,0.5210661,0.21931502,0.36377418,0.37131292,0.4975801,0.3317154,0.28535122,0.3485672,0.5294354,0.36451188,0.19810209,0.47605127,0.46043187,0.27591878,0.440961,0.5125299,0.20846143,0.37065822,0.41415486,0.30136666,0.51213104,0.4486296,0.19988018,0.37064794,0.38755408,0.45723504,0.45145088,0.41888016,0.5358455,0.4201063,1.000057,0.38952184
OPX_357,0.24000718,0.6232204,0.38428572,0.4112726,0.31242174,0.7549174,0.8302437,0.39488146,0.5535964,0.33317018,0.22875309,0.6433395,0.27312082,0.797189,0.35120445,0.84971404,0.4625191,0.71651447,0.25846744,0.62450784,0.4146918,0.88212204,0.3387375,0.14024977,0.32956514,0.4477882,0.24268845,0.40669855,0.57990706,0.79325503,0.6893314,0.45014387,0.26313913,0.33948207,0.82162976,0.48129362,0.42782515,0.36740315,0.91341674,0.4322399,0.8073811,0.6131819,0.41609114,0.7050423,0.78579456,0.19783854,0.74239594,0.3084035,0.2874211,0.83880544,0.7378497,0.39778158,0.8493502,0.29846546,0.39679635,0.42136523,0.7497922,0.3802697,0.7548036,0.79144305,0.27597362,0.46152687,0.3928082,0.5325624,0.30686814,0.38952184,1.0000292
